Record Length,11250,,Source,CH2
Sample Interval, CH2:0.0000004000000,,Second,Volt
Vertical Units, CH2:V,,-0.00045000000,-13.00000
Vertical Scale, CH2:5.00,,-0.00044992000,-12.80000
Vertical Offset, CH2:0.00,,-0.00044984000,-12.80000
Horizontal Units,s,,-0.00044976000,-12.80000
Horizontal Scale,0.0000500000,,-0.00044968000,-12.80000
Model Number,SDS1072CML,,-0.00044960000,-12.80000
Serial Number,SDS100P2150691,,-0.00044951997,-12.80000
Software Version,5.01.02.29,,-0.00044944000,-12.80000
,,,-0.00044936000,-13.00000
,,,-0.00044928000,-12.80000
,,,-0.00044920000,-13.00000
,,,-0.00044912000,-12.80000
,,,-0.00044904000,-13.00000
,,,-0.00044896000,-12.80000
,,,-0.00044888000,-13.00000
,,,-0.00044879997,-13.00000
,,,-0.00044872000,-12.80000
,,,-0.00044864000,-13.00000
,,,-0.00044856000,-13.00000
,,,-0.00044848000,-13.00000
,,,-0.00044840000,-13.00000
,,,-0.00044832000,-12.80000
,,,-0.00044824000,-13.00000
,,,-0.00044816000,-12.80000
,,,-0.00044807997,-12.80000
,,,-0.00044800000,-13.00000
,,,-0.00044792000,-13.00000
,,,-0.00044784000,-13.00000
,,,-0.00044776000,-13.00000
,,,-0.00044768000,-13.00000
,,,-0.00044760000,-13.00000
,,,-0.00044752000,-12.80000
,,,-0.00044744000,-12.80000
,,,-0.00044735997,-13.00000
,,,-0.00044728000,-13.00000
,,,-0.00044720000,-13.00000
,,,-0.00044712000,-13.00000
,,,-0.00044704000,-13.00000
,,,-0.00044696000,-13.00000
,,,-0.00044688000,-13.00000
,,,-0.00044680000,-13.00000
,,,-0.00044672000,-13.00000
,,,-0.00044663997,-13.00000
,,,-0.00044656000,-12.80000
,,,-0.00044648000,-12.80000
,,,-0.00044640000,-13.00000
,,,-0.00044632000,-12.80000
,,,-0.00044624000,-13.00000
,,,-0.00044616000,-12.80000
,,,-0.00044608000,-12.80000
,,,-0.00044600000,-12.80000
,,,-0.00044592000,-13.00000
,,,-0.00044584000,-13.00000
,,,-0.00044576000,-13.00000
,,,-0.00044568000,-13.00000
,,,-0.00044560000,-13.00000
,,,-0.00044552000,-12.80000
,,,-0.00044544000,-13.00000
,,,-0.00044536000,-13.00000
,,,-0.00044528000,-13.00000
,,,-0.00044520000,-13.00000
,,,-0.00044512000,-13.00000
,,,-0.00044504000,-12.80000
,,,-0.00044496000,-12.80000
,,,-0.00044488000,-13.00000
,,,-0.00044480000,-13.00000
,,,-0.00044472000,-13.00000
,,,-0.00044464000,-13.00000
,,,-0.00044456000,-13.00000
,,,-0.00044448000,-13.00000
,,,-0.00044440000,-13.00000
,,,-0.00044432000,-13.00000
,,,-0.00044424000,-13.00000
,,,-0.00044416000,-13.00000
,,,-0.00044408000,-13.00000
,,,-0.00044400000,-13.00000
,,,-0.00044392000,-13.00000
,,,-0.00044384000,-13.00000
,,,-0.00044376000,-13.00000
,,,-0.00044368000,-13.00000
,,,-0.00044360000,-13.00000
,,,-0.00044352000,-13.00000
,,,-0.00044344000,-13.00000
,,,-0.00044336000,-13.00000
,,,-0.00044328000,-13.00000
,,,-0.00044320000,-13.00000
,,,-0.00044312000,-13.00000
,,,-0.00044304000,-13.00000
,,,-0.00044296000,-13.00000
,,,-0.00044288000,-13.00000
,,,-0.00044280000,-13.00000
,,,-0.00044272000,-13.00000
,,,-0.00044263997,-13.00000
,,,-0.00044256000,-13.00000
,,,-0.00044248000,-13.00000
,,,-0.00044240000,-12.80000
,,,-0.00044232000,-13.00000
,,,-0.00044224000,-13.00000
,,,-0.00044216000,-13.00000
,,,-0.00044208000,-12.80000
,,,-0.00044200000,-13.00000
,,,-0.00044191997,-12.80000
,,,-0.00044184000,-13.00000
,,,-0.00044176000,-13.00000
,,,-0.00044168000,-13.00000
,,,-0.00044160000,-13.00000
,,,-0.00044152000,-13.00000
,,,-0.00044144000,-13.00000
,,,-0.00044136000,-13.00000
,,,-0.00044128000,-13.00000
,,,-0.00044119997,-13.00000
,,,-0.00044112000,-13.00000
,,,-0.00044104000,-13.00000
,,,-0.00044096000,-13.00000
,,,-0.00044088000,-13.00000
,,,-0.00044080000,-13.00000
,,,-0.00044072000,-13.00000
,,,-0.00044064000,-13.00000
,,,-0.00044056000,-13.00000
,,,-0.00044047997,-13.00000
,,,-0.00044040000,-13.00000
,,,-0.00044032000,-13.00000
,,,-0.00044024000,-13.00000
,,,-0.00044016000,-13.00000
,,,-0.00044008000,-13.00000
,,,-0.00044000000,-13.00000
,,,-0.00043992000,-13.00000
,,,-0.00043984000,-13.00000
,,,-0.00043975997,-13.00000
,,,-0.00043968000,-13.00000
,,,-0.00043960000,-13.00000
,,,-0.00043952000,-13.00000
,,,-0.00043944000,-13.00000
,,,-0.00043936000,-13.00000
,,,-0.00043928000,-13.00000
,,,-0.00043920000,-13.00000
,,,-0.00043912000,-13.00000
,,,-0.00043904000,-13.00000
,,,-0.00043896000,-13.00000
,,,-0.00043888000,-13.00000
,,,-0.00043880000,-13.00000
,,,-0.00043872000,-13.00000
,,,-0.00043864000,-13.00000
,,,-0.00043856000,-13.00000
,,,-0.00043848000,-13.00000
,,,-0.00043840000,-13.00000
,,,-0.00043832000,-13.00000
,,,-0.00043824000,-13.00000
,,,-0.00043816000,-13.00000
,,,-0.00043808000,-13.00000
,,,-0.00043800000,-13.00000
,,,-0.00043792000,-13.00000
,,,-0.00043784000,-13.00000
,,,-0.00043776000,-13.00000
,,,-0.00043768000,-13.00000
,,,-0.00043760000,-13.00000
,,,-0.00043752000,-13.00000
,,,-0.00043744000,-13.00000
,,,-0.00043736000,-13.00000
,,,-0.00043728000,-13.00000
,,,-0.00043720000,-13.00000
,,,-0.00043712000,-13.00000
,,,-0.00043704000,-12.80000
,,,-0.00043696000,-13.00000
,,,-0.00043688000,-13.00000
,,,-0.00043680000,-13.00000
,,,-0.00043672000,-13.00000
,,,-0.00043664000,-13.00000
,,,-0.00043656000,-13.00000
,,,-0.00043648000,-13.00000
,,,-0.00043640000,-13.00000
,,,-0.00043632000,-13.00000
,,,-0.00043624000,-13.00000
,,,-0.00043616000,-13.00000
,,,-0.00043608000,-13.00000
,,,-0.00043600000,-13.00000
,,,-0.00043592000,-13.00000
,,,-0.00043584000,-13.00000
,,,-0.00043576000,-13.00000
,,,-0.00043568000,-13.00000
,,,-0.00043560000,-13.00000
,,,-0.00043552000,-13.00000
,,,-0.00043544000,-13.00000
,,,-0.00043536000,-13.00000
,,,-0.00043528000,-13.00000
,,,-0.00043520000,-13.00000
,,,-0.00043512000,-13.00000
,,,-0.00043503997,-13.00000
,,,-0.00043496000,-13.00000
,,,-0.00043488000,-13.00000
,,,-0.00043480000,-13.00000
,,,-0.00043472000,-13.00000
,,,-0.00043464000,-13.00000
,,,-0.00043456000,-13.00000
,,,-0.00043448000,-13.00000
,,,-0.00043440000,-13.00000
,,,-0.00043431997,-13.20000
,,,-0.00043424000,-13.00000
,,,-0.00043416000,-13.00000
,,,-0.00043408000,-13.20000
,,,-0.00043400000,-13.00000
,,,-0.00043392000,-13.20000
,,,-0.00043384000,-13.00000
,,,-0.00043376000,-13.00000
,,,-0.00043368000,-13.00000
,,,-0.00043359997,-13.00000
,,,-0.00043352000,-13.00000
,,,-0.00043344000,-13.00000
,,,-0.00043336000,-13.00000
,,,-0.00043328000,-13.00000
,,,-0.00043320000,-13.00000
,,,-0.00043312000,-13.00000
,,,-0.00043304000,-13.00000
,,,-0.00043296000,-13.00000
,,,-0.00043287997,-13.00000
,,,-0.00043280000,-13.00000
,,,-0.00043272000,-13.00000
,,,-0.00043264000,-13.00000
,,,-0.00043256000,-13.00000
,,,-0.00043248000,-13.00000
,,,-0.00043240000,-13.00000
,,,-0.00043232000,-13.00000
,,,-0.00043224000,-13.00000
,,,-0.00043216000,-13.00000
,,,-0.00043208000,-13.00000
,,,-0.00043200000,-13.00000
,,,-0.00043192000,-13.00000
,,,-0.00043184000,-13.00000
,,,-0.00043176000,-13.00000
,,,-0.00043168000,-13.00000
,,,-0.00043160000,-13.00000
,,,-0.00043152000,-13.00000
,,,-0.00043144000,-13.00000
,,,-0.00043136000,-13.00000
,,,-0.00043128000,-13.00000
,,,-0.00043120000,-13.00000
,,,-0.00043112000,-13.00000
,,,-0.00043104000,-13.00000
,,,-0.00043096000,-13.00000
,,,-0.00043088000,-13.00000
,,,-0.00043080000,-13.00000
,,,-0.00043072000,-13.00000
,,,-0.00043064000,-13.00000
,,,-0.00043056000,-13.00000
,,,-0.00043048000,-13.00000
,,,-0.00043040000,-13.00000
,,,-0.00043032000,-13.00000
,,,-0.00043024000,-13.00000
,,,-0.00043016000,-13.00000
,,,-0.00043008000,-13.00000
,,,-0.00043000000,-13.00000
,,,-0.00042992000,-13.00000
,,,-0.00042984000,-13.00000
,,,-0.00042976000,-13.00000
,,,-0.00042968000,-13.00000
,,,-0.00042960000,-12.80000
,,,-0.00042952000,-13.00000
,,,-0.00042944000,-13.00000
,,,-0.00042936000,-12.80000
,,,-0.00042928000,-12.80000
,,,-0.00042920000,-13.00000
,,,-0.00042912000,-12.80000
,,,-0.00042904000,-12.80000
,,,-0.00042896000,-12.80000
,,,-0.00042888000,-12.60000
,,,-0.00042880000,-12.40000
,,,-0.00042872000,-12.20000
,,,-0.00042864000,-11.80000
,,,-0.00042856000,-11.20000
,,,-0.00042848000,-10.80000
,,,-0.00042840000,-9.80000
,,,-0.00042832000,-8.80000
,,,-0.00042824000,-7.80000
,,,-0.00042815997,-6.60000
,,,-0.00042808000,-5.40000
,,,-0.00042800000,-4.20000
,,,-0.00042792000,-3.00000
,,,-0.00042784000,-1.80000
,,,-0.00042776000,-0.80000
,,,-0.00042768000,0.40000
,,,-0.00042760000,1.60000
,,,-0.00042752000,2.60000
,,,-0.00042743997,4.20000
,,,-0.00042736000,5.20000
,,,-0.00042728000,6.40000
,,,-0.00042720000,7.60000
,,,-0.00042712000,8.60000
,,,-0.00042704000,10.00000
,,,-0.00042696000,11.20000
,,,-0.00042688000,12.00000
,,,-0.00042680000,13.20000
,,,-0.00042671997,14.00000
,,,-0.00042664000,14.00000
,,,-0.00042656000,14.00000
,,,-0.00042648000,14.00000
,,,-0.00042640000,14.00000
,,,-0.00042632000,14.00000
,,,-0.00042624000,14.00000
,,,-0.00042616000,14.00000
,,,-0.00042608000,14.00000
,,,-0.00042599997,14.00000
,,,-0.00042592000,14.00000
,,,-0.00042584000,14.00000
,,,-0.00042576000,14.00000
,,,-0.00042568000,14.00000
,,,-0.00042560000,14.00000
,,,-0.00042552000,14.00000
,,,-0.00042544000,14.00000
,,,-0.00042536000,14.00000
,,,-0.00042528000,14.00000
,,,-0.00042520000,13.80000
,,,-0.00042512000,14.00000
,,,-0.00042504000,14.00000
,,,-0.00042496000,14.00000
,,,-0.00042488000,14.00000
,,,-0.00042480000,14.00000
,,,-0.00042472000,14.00000
,,,-0.00042464000,14.00000
,,,-0.00042456000,14.00000
,,,-0.00042448000,13.80000
,,,-0.00042440000,14.00000
,,,-0.00042432000,14.00000
,,,-0.00042424000,14.00000
,,,-0.00042416000,14.00000
,,,-0.00042408000,14.00000
,,,-0.00042400000,14.00000
,,,-0.00042392000,14.00000
,,,-0.00042384000,14.00000
,,,-0.00042376000,14.00000
,,,-0.00042368000,14.00000
,,,-0.00042360000,13.80000
,,,-0.00042352000,14.00000
,,,-0.00042344000,14.00000
,,,-0.00042336000,14.00000
,,,-0.00042328000,14.00000
,,,-0.00042320000,13.80000
,,,-0.00042312000,14.00000
,,,-0.00042304000,14.00000
,,,-0.00042296000,14.00000
,,,-0.00042288000,14.00000
,,,-0.00042280000,14.00000
,,,-0.00042272000,14.00000
,,,-0.00042264000,14.00000
,,,-0.00042256000,14.00000
,,,-0.00042248000,14.00000
,,,-0.00042240000,14.00000
,,,-0.00042232000,14.00000
,,,-0.00042224000,14.00000
,,,-0.00042216000,14.00000
,,,-0.00042208000,13.80000
,,,-0.00042200000,14.00000
,,,-0.00042192000,14.00000
,,,-0.00042184000,13.80000
,,,-0.00042176000,14.00000
,,,-0.00042168000,14.00000
,,,-0.00042160000,13.80000
,,,-0.00042152000,14.00000
,,,-0.00042144000,14.00000
,,,-0.00042136000,14.00000
,,,-0.00042127997,14.00000
,,,-0.00042120000,14.00000
,,,-0.00042112000,14.00000
,,,-0.00042104000,14.00000
,,,-0.00042096000,13.80000
,,,-0.00042088000,13.80000
,,,-0.00042080000,14.00000
,,,-0.00042072000,14.00000
,,,-0.00042064000,14.00000
,,,-0.00042055997,14.00000
,,,-0.00042048000,14.00000
,,,-0.00042040000,14.00000
,,,-0.00042032000,14.00000
,,,-0.00042024000,14.00000
,,,-0.00042016000,14.00000
,,,-0.00042008000,14.00000
,,,-0.00042000000,14.00000
,,,-0.00041992000,13.80000
,,,-0.00041983997,14.00000
,,,-0.00041976000,14.00000
,,,-0.00041968000,14.00000
,,,-0.00041960000,14.00000
,,,-0.00041952000,14.00000
,,,-0.00041944000,14.00000
,,,-0.00041936000,14.00000
,,,-0.00041928000,14.00000
,,,-0.00041920000,14.00000
,,,-0.00041911997,14.00000
,,,-0.00041904000,14.00000
,,,-0.00041896000,13.80000
,,,-0.00041888000,14.00000
,,,-0.00041880000,14.00000
,,,-0.00041872000,14.00000
,,,-0.00041864000,14.00000
,,,-0.00041856000,14.00000
,,,-0.00041848000,14.00000
,,,-0.00041840000,14.00000
,,,-0.00041832000,14.00000
,,,-0.00041824000,14.00000
,,,-0.00041816000,14.00000
,,,-0.00041808000,14.00000
,,,-0.00041800000,14.00000
,,,-0.00041792000,14.00000
,,,-0.00041784000,13.80000
,,,-0.00041776000,14.00000
,,,-0.00041768000,14.00000
,,,-0.00041760000,14.00000
,,,-0.00041752000,13.80000
,,,-0.00041744000,14.00000
,,,-0.00041736000,14.00000
,,,-0.00041728000,14.00000
,,,-0.00041720000,14.00000
,,,-0.00041712000,14.00000
,,,-0.00041704000,14.00000
,,,-0.00041696000,13.80000
,,,-0.00041688000,14.00000
,,,-0.00041680000,14.00000
,,,-0.00041672000,14.00000
,,,-0.00041664000,14.00000
,,,-0.00041656000,14.00000
,,,-0.00041648000,14.00000
,,,-0.00041640000,14.00000
,,,-0.00041632000,14.00000
,,,-0.00041624000,14.00000
,,,-0.00041616000,13.80000
,,,-0.00041608000,14.00000
,,,-0.00041600000,14.00000
,,,-0.00041592000,14.00000
,,,-0.00041584000,14.00000
,,,-0.00041576000,14.00000
,,,-0.00041568000,14.00000
,,,-0.00041560000,14.00000
,,,-0.00041552000,14.00000
,,,-0.00041544000,14.00000
,,,-0.00041536000,14.00000
,,,-0.00041528000,14.00000
,,,-0.00041520000,14.00000
,,,-0.00041512000,14.00000
,,,-0.00041504000,14.00000
,,,-0.00041496000,14.00000
,,,-0.00041488000,14.00000
,,,-0.00041480000,14.00000
,,,-0.00041472000,14.00000
,,,-0.00041464000,14.00000
,,,-0.00041456000,14.00000
,,,-0.00041448000,14.00000
,,,-0.00041439997,14.00000
,,,-0.00041432000,14.00000
,,,-0.00041424000,14.00000
,,,-0.00041416000,14.00000
,,,-0.00041408000,14.00000
,,,-0.00041400000,14.00000
,,,-0.00041392000,14.00000
,,,-0.00041384000,14.00000
,,,-0.00041376000,14.00000
,,,-0.00041367997,14.00000
,,,-0.00041360000,14.00000
,,,-0.00041352000,14.00000
,,,-0.00041344000,14.00000
,,,-0.00041336000,14.00000
,,,-0.00041328000,14.00000
,,,-0.00041320000,14.00000
,,,-0.00041312000,14.00000
,,,-0.00041304000,14.00000
,,,-0.00041295997,14.00000
,,,-0.00041288000,14.00000
,,,-0.00041280000,14.00000
,,,-0.00041272000,14.00000
,,,-0.00041264000,14.00000
,,,-0.00041256000,14.00000
,,,-0.00041248000,14.00000
,,,-0.00041240000,14.00000
,,,-0.00041232000,14.00000
,,,-0.00041223997,14.00000
,,,-0.00041216000,14.00000
,,,-0.00041208000,14.00000
,,,-0.00041200000,14.00000
,,,-0.00041192000,14.00000
,,,-0.00041184000,14.00000
,,,-0.00041176000,14.00000
,,,-0.00041168000,14.00000
,,,-0.00041160000,14.00000
,,,-0.00041152000,14.00000
,,,-0.00041144000,14.00000
,,,-0.00041136000,14.00000
,,,-0.00041128000,14.00000
,,,-0.00041120000,14.00000
,,,-0.00041112000,14.00000
,,,-0.00041104000,14.00000
,,,-0.00041096000,14.00000
,,,-0.00041088000,14.00000
,,,-0.00041080000,14.00000
,,,-0.00041072000,14.00000
,,,-0.00041064000,14.00000
,,,-0.00041056000,14.00000
,,,-0.00041048000,14.00000
,,,-0.00041040000,14.00000
,,,-0.00041032000,14.00000
,,,-0.00041024000,14.00000
,,,-0.00041016000,14.00000
,,,-0.00041008000,14.00000
,,,-0.00041000000,14.00000
,,,-0.00040992000,14.00000
,,,-0.00040984000,14.00000
,,,-0.00040976000,14.00000
,,,-0.00040968000,14.00000
,,,-0.00040960000,14.00000
,,,-0.00040952000,13.80000
,,,-0.00040944000,14.00000
,,,-0.00040936000,14.00000
,,,-0.00040928000,14.00000
,,,-0.00040920000,14.00000
,,,-0.00040912000,14.00000
,,,-0.00040904000,14.00000
,,,-0.00040896000,14.00000
,,,-0.00040888000,14.00000
,,,-0.00040880000,14.00000
,,,-0.00040872000,14.00000
,,,-0.00040864000,14.00000
,,,-0.00040856000,14.00000
,,,-0.00040848000,14.00000
,,,-0.00040840000,14.00000
,,,-0.00040832000,14.00000
,,,-0.00040824000,14.00000
,,,-0.00040816000,14.00000
,,,-0.00040808000,14.00000
,,,-0.00040800000,14.00000
,,,-0.00040792000,14.00000
,,,-0.00040784000,14.00000
,,,-0.00040776000,14.00000
,,,-0.00040768000,14.00000
,,,-0.00040760000,14.00000
,,,-0.00040751997,14.00000
,,,-0.00040744000,14.00000
,,,-0.00040736000,14.00000
,,,-0.00040728000,14.00000
,,,-0.00040720000,14.00000
,,,-0.00040712000,14.00000
,,,-0.00040704000,14.00000
,,,-0.00040696000,14.00000
,,,-0.00040688000,14.00000
,,,-0.00040679997,14.00000
,,,-0.00040672000,14.00000
,,,-0.00040664000,14.00000
,,,-0.00040656000,14.00000
,,,-0.00040648000,14.00000
,,,-0.00040640000,14.00000
,,,-0.00040632000,14.00000
,,,-0.00040624000,14.00000
,,,-0.00040616000,14.00000
,,,-0.00040607997,14.00000
,,,-0.00040600000,14.00000
,,,-0.00040592000,14.00000
,,,-0.00040584000,14.00000
,,,-0.00040576000,14.00000
,,,-0.00040568000,14.00000
,,,-0.00040560000,14.00000
,,,-0.00040552000,13.80000
,,,-0.00040544000,14.00000
,,,-0.00040535997,14.00000
,,,-0.00040528000,14.00000
,,,-0.00040520000,14.00000
,,,-0.00040512000,14.00000
,,,-0.00040504000,14.00000
,,,-0.00040496000,14.00000
,,,-0.00040488000,14.00000
,,,-0.00040480000,14.00000
,,,-0.00040472000,14.00000
,,,-0.00040464000,14.00000
,,,-0.00040456000,14.00000
,,,-0.00040448000,14.00000
,,,-0.00040440000,14.00000
,,,-0.00040432000,14.00000
,,,-0.00040424000,14.00000
,,,-0.00040416000,14.00000
,,,-0.00040408000,14.00000
,,,-0.00040400000,14.00000
,,,-0.00040392000,14.00000
,,,-0.00040384000,14.00000
,,,-0.00040376000,14.00000
,,,-0.00040368000,14.00000
,,,-0.00040360000,14.00000
,,,-0.00040352000,14.00000
,,,-0.00040344000,14.00000
,,,-0.00040336000,14.00000
,,,-0.00040328000,14.00000
,,,-0.00040320000,14.00000
,,,-0.00040312000,14.00000
,,,-0.00040304000,14.00000
,,,-0.00040296000,14.00000
,,,-0.00040288000,14.00000
,,,-0.00040280000,14.00000
,,,-0.00040272000,14.00000
,,,-0.00040264000,14.00000
,,,-0.00040256000,14.00000
,,,-0.00040248000,14.00000
,,,-0.00040240000,14.00000
,,,-0.00040232000,14.00000
,,,-0.00040224000,14.00000
,,,-0.00040216000,14.00000
,,,-0.00040208000,14.00000
,,,-0.00040200000,14.00000
,,,-0.00040192000,14.00000
,,,-0.00040184000,14.00000
,,,-0.00040176000,14.00000
,,,-0.00040168000,14.00000
,,,-0.00040160000,14.00000
,,,-0.00040152000,14.00000
,,,-0.00040144000,14.00000
,,,-0.00040136000,14.00000
,,,-0.00040128000,14.00000
,,,-0.00040120000,14.00000
,,,-0.00040112000,14.00000
,,,-0.00040104000,14.00000
,,,-0.00040096000,14.00000
,,,-0.00040088000,14.00000
,,,-0.00040080000,14.00000
,,,-0.00040072000,14.00000
,,,-0.00040063997,14.00000
,,,-0.00040056000,14.00000
,,,-0.00040048000,14.00000
,,,-0.00040040000,14.00000
,,,-0.00040032000,14.00000
,,,-0.00040024000,14.00000
,,,-0.00040016000,14.00000
,,,-0.00040008000,14.00000
,,,-0.00040000000,14.00000
,,,-0.00039991997,14.00000
,,,-0.00039984000,14.00000
,,,-0.00039976000,14.00000
,,,-0.00039968000,14.00000
,,,-0.00039960000,14.00000
,,,-0.00039952000,14.00000
,,,-0.00039944000,14.00000
,,,-0.00039936000,14.00000
,,,-0.00039928000,14.00000
,,,-0.00039919997,14.00000
,,,-0.00039912000,14.00000
,,,-0.00039904000,14.00000
,,,-0.00039896000,14.00000
,,,-0.00039888000,14.00000
,,,-0.00039880000,14.00000
,,,-0.00039872000,14.00000
,,,-0.00039864000,14.00000
,,,-0.00039856000,14.00000
,,,-0.00039847997,14.00000
,,,-0.00039840000,14.00000
,,,-0.00039832000,14.00000
,,,-0.00039824000,14.00000
,,,-0.00039816000,14.00000
,,,-0.00039808000,14.00000
,,,-0.00039800000,14.00000
,,,-0.00039792000,14.00000
,,,-0.00039784000,14.00000
,,,-0.00039776000,14.00000
,,,-0.00039768000,14.00000
,,,-0.00039760000,14.00000
,,,-0.00039752000,14.00000
,,,-0.00039744000,14.00000
,,,-0.00039736000,14.00000
,,,-0.00039728000,14.00000
,,,-0.00039720000,14.00000
,,,-0.00039712000,14.00000
,,,-0.00039704000,14.00000
,,,-0.00039696000,14.00000
,,,-0.00039688000,14.00000
,,,-0.00039680000,14.00000
,,,-0.00039672000,14.00000
,,,-0.00039664000,14.00000
,,,-0.00039656000,14.00000
,,,-0.00039648000,14.00000
,,,-0.00039640000,14.00000
,,,-0.00039632000,14.00000
,,,-0.00039624000,14.00000
,,,-0.00039616000,14.00000
,,,-0.00039608000,14.00000
,,,-0.00039600000,14.00000
,,,-0.00039592000,14.00000
,,,-0.00039584000,14.00000
,,,-0.00039576000,14.00000
,,,-0.00039568000,14.00000
,,,-0.00039560000,14.00000
,,,-0.00039552000,14.00000
,,,-0.00039544000,14.00000
,,,-0.00039536000,14.00000
,,,-0.00039528000,14.00000
,,,-0.00039520000,14.00000
,,,-0.00039512000,14.00000
,,,-0.00039504000,14.00000
,,,-0.00039496000,14.00000
,,,-0.00039488000,14.00000
,,,-0.00039480000,14.00000
,,,-0.00039472000,14.00000
,,,-0.00039464000,14.00000
,,,-0.00039456000,14.00000
,,,-0.00039448000,14.00000
,,,-0.00039440000,14.00000
,,,-0.00039432000,14.00000
,,,-0.00039424000,14.00000
,,,-0.00039416000,14.00000
,,,-0.00039408000,14.00000
,,,-0.00039400000,14.00000
,,,-0.00039392000,14.00000
,,,-0.00039384000,14.00000
,,,-0.00039375997,14.00000
,,,-0.00039368000,14.00000
,,,-0.00039360000,14.00000
,,,-0.00039352000,14.00000
,,,-0.00039344000,14.00000
,,,-0.00039336000,14.00000
,,,-0.00039328000,14.00000
,,,-0.00039320000,14.00000
,,,-0.00039312000,14.00000
,,,-0.00039303997,14.00000
,,,-0.00039296000,14.00000
,,,-0.00039288000,14.00000
,,,-0.00039280000,14.00000
,,,-0.00039272000,14.00000
,,,-0.00039264000,14.00000
,,,-0.00039256000,14.00000
,,,-0.00039248000,14.00000
,,,-0.00039240000,14.00000
,,,-0.00039231997,14.00000
,,,-0.00039224000,14.00000
,,,-0.00039216000,14.00000
,,,-0.00039208000,14.00000
,,,-0.00039200000,14.00000
,,,-0.00039192000,14.00000
,,,-0.00039184000,14.00000
,,,-0.00039176000,14.00000
,,,-0.00039168000,14.00000
,,,-0.00039159997,14.00000
,,,-0.00039152000,14.00000
,,,-0.00039144000,14.00000
,,,-0.00039136000,14.00000
,,,-0.00039128000,14.00000
,,,-0.00039120000,14.00000
,,,-0.00039112000,14.00000
,,,-0.00039104000,14.00000
,,,-0.00039096000,14.00000
,,,-0.00039088000,14.00000
,,,-0.00039080000,14.00000
,,,-0.00039072000,14.00000
,,,-0.00039064000,14.00000
,,,-0.00039056000,14.00000
,,,-0.00039048000,14.00000
,,,-0.00039040000,14.00000
,,,-0.00039032000,14.00000
,,,-0.00039024000,14.00000
,,,-0.00039016000,14.00000
,,,-0.00039008000,14.00000
,,,-0.00039000000,14.00000
,,,-0.00038992000,14.00000
,,,-0.00038984000,14.00000
,,,-0.00038976000,14.00000
,,,-0.00038968000,14.00000
,,,-0.00038960000,14.00000
,,,-0.00038952000,14.00000
,,,-0.00038944000,14.00000
,,,-0.00038936000,14.00000
,,,-0.00038928000,14.20000
,,,-0.00038920000,14.00000
,,,-0.00038912000,14.00000
,,,-0.00038904000,14.00000
,,,-0.00038896000,14.00000
,,,-0.00038888000,14.20000
,,,-0.00038880000,14.00000
,,,-0.00038872000,14.00000
,,,-0.00038864000,14.00000
,,,-0.00038856000,14.00000
,,,-0.00038848000,14.00000
,,,-0.00038840000,14.00000
